complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-01496,Personal loan,Incorrect information on report,Unauthorized charges appeared on my personal loan. I reported the incorrect information on report but the company refused to investigate properly.,2023-01-06
COMP-01497,Student loan,Fraud or scam,My student loan application was denied without explanation. The fraud or scam has been ongoing for 76 days and I have received no response.,2024-12-04
COMP-01498,Personal loan,Incorrect information on report,The interest rate on my personal loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-04-16
COMP-01499,Debt collection,Managing account,Unauthorized charges appeared on my debt collection. I reported the managing account but the company refused to investigate properly.,2022-03-19
COMP-01500,Personal loan,Managing account,I have been trying to resolve this managing account for 68 days. The personal loan department keeps transferring me without helping.,2020-09-18
COMP-01501,Mortgage,Billing disputes,My mortgage application was denied without explanation. The billing disputes has been ongoing for 36 days and I have received no response.,2021-11-19
COMP-01502,Auto loan,Billing disputes,I was charged an unexpected fee of $30 on my auto loan account. I called customer service and waited 42 minutes but got no resolution.,2022-05-18
COMP-01503,Auto loan,Fraud or scam,I was charged an unexpected fee of $484 on my auto loan account. I called customer service and waited 32 minutes but got no resolution.,2020-01-12
COMP-01504,Credit card,Problem with payment,The interest rate on my credit card was changed without notice. This problem with payment is causing significant financial hardship.,2020-06-24
COMP-01505,Debt collection,Closing account,Unauthorized charges appeared on my debt collection. I reported the closing account but the company refused to investigate properly.,2020-03-01
COMP-01506,Checking account,Billing disputes,I was charged an unexpected fee of $104 on my checking account account. I called customer service and waited 76 minutes but got no resolution.,2022-07-16
COMP-01507,Personal loan,Problem with payment,Unauthorized charges appeared on my personal loan. I reported the problem with payment but the company refused to investigate properly.,2024-07-21
COMP-01508,Student loan,Incorrect information on report,Unauthorized charges appeared on my student loan. I reported the incorrect information on report but the company refused to investigate properly.,2021-09-27
COMP-01509,Auto loan,Incorrect information on report,My auto loan application was denied without explanation. The incorrect information on report has been ongoing for 83 days and I have received no response.,2024-11-11
COMP-01510,Auto loan,Billing disputes,I was charged an unexpected fee of $65 on my auto loan account. I called customer service and waited 102 minutes but got no resolution.,2024-11-17
COMP-01511,Checking account,Closing account,Unauthorized charges appeared on my checking account. I reported the closing account but the company refused to investigate properly.,2020-03-07
COMP-01512,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 35 days and I have received no response.,2022-02-28
COMP-01513,Personal loan,Problem with payment,I was charged an unexpected fee of $38 on my personal loan account. I called customer service and waited 66 minutes but got no resolution.,2023-03-03
COMP-01514,Checking account,Account access issues,I have been trying to resolve this account access issues for 63 days. The checking account department keeps transferring me without helping.,2022-03-16
COMP-01515,Money transfer,Unauthorized transactions,The interest rate on my money transfer was changed without notice. This unauthorized transactions is causing significant financial hardship.,2024-09-30
COMP-01516,Checking account,Unauthorized transactions,Unauthorized charges appeared on my checking account. I reported the unauthorized transactions but the company refused to investigate properly.,2020-01-24
COMP-01517,Auto loan,Account access issues,The interest rate on my auto loan was changed without notice. This account access issues is causing significant financial hardship.,2023-02-02
COMP-01518,Money transfer,Problem with payment,My money transfer application was denied without explanation. The problem with payment has been ongoing for 69 days and I have received no response.,2023-02-04
COMP-01519,Auto loan,Managing account,I have been trying to resolve this managing account for 70 days. The auto loan department keeps transferring me without helping.,2021-08-06
COMP-01520,Money transfer,Unauthorized transactions,I was charged an unexpected fee of $363 on my money transfer account. I called customer service and waited 90 minutes but got no resolution.,2021-12-12
COMP-01521,Debt collection,Billing disputes,My debt collection application was denied without explanation. The billing disputes has been ongoing for 49 days and I have received no response.,2020-03-24
COMP-01522,Debt collection,Unauthorized transactions,I was charged an unexpected fee of $208 on my debt collection account. I called customer service and waited 63 minutes but got no resolution.,2022-09-25
COMP-01523,Credit card,Billing disputes,Unauthorized charges appeared on my credit card. I reported the billing disputes but the company refused to investigate properly.,2020-09-22
COMP-01524,Checking account,Managing account,Unauthorized charges appeared on my checking account. I reported the managing account but the company refused to investigate properly.,2024-07-18
COMP-01525,Checking account,Account access issues,I was charged an unexpected fee of $286 on my checking account account. I called customer service and waited 100 minutes but got no resolution.,2022-04-04
COMP-01526,Auto loan,Closing account,My auto loan application was denied without explanation. The closing account has been ongoing for 84 days and I have received no response.,2024-09-05
COMP-01527,Credit card,Billing disputes,I was charged an unexpected fee of $323 on my credit card account. I called customer service and waited 106 minutes but got no resolution.,2020-07-25
COMP-01528,Checking account,Unauthorized transactions,My checking account application was denied without explanation. The unauthorized transactions has been ongoing for 22 days and I have received no response.,2020-03-12
COMP-01529,Auto loan,Closing account,Unauthorized charges appeared on my auto loan. I reported the closing account but the company refused to investigate properly.,2024-06-14
COMP-01530,Debt collection,Billing disputes,Unauthorized charges appeared on my debt collection. I reported the billing disputes but the company refused to investigate properly.,2021-06-17
COMP-01531,Auto loan,Billing disputes,I have been trying to resolve this billing disputes for 47 days. The auto loan department keeps transferring me without helping.,2024-08-06
COMP-01532,Money transfer,Fraud or scam,I was charged an unexpected fee of $279 on my money transfer account. I called customer service and waited 99 minutes but got no resolution.,2021-11-27
COMP-01533,Auto loan,Billing disputes,I have been trying to resolve this billing disputes for 62 days. The auto loan department keeps transferring me without helping.,2024-05-24
COMP-01534,Debt collection,Fraud or scam,I have been trying to resolve this fraud or scam for 11 days. The debt collection department keeps transferring me without helping.,2023-02-02
COMP-01535,Mortgage,Account access issues,My mortgage application was denied without explanation. The account access issues has been ongoing for 57 days and I have received no response.,2020-05-12
COMP-01536,Money transfer,Incorrect information on report,The interest rate on my money transfer was changed without notice. This incorrect information on report is causing significant financial hardship.,2020-01-28
COMP-01537,Money transfer,Managing account,My money transfer application was denied without explanation. The managing account has been ongoing for 46 days and I have received no response.,2023-05-23
COMP-01538,Money transfer,Problem with payment,Unauthorized charges appeared on my money transfer. I reported the problem with payment but the company refused to investigate properly.,2023-07-12
COMP-01539,Student loan,Closing account,I have been trying to resolve this closing account for 21 days. The student loan department keeps transferring me without helping.,2023-06-14
COMP-01540,Debt collection,Managing account,My debt collection application was denied without explanation. The managing account has been ongoing for 41 days and I have received no response.,2020-04-25
COMP-01541,Student loan,Incorrect information on report,Unauthorized charges appeared on my student loan. I reported the incorrect information on report but the company refused to investigate properly.,2020-03-09
COMP-01542,Credit card,Billing disputes,Unauthorized charges appeared on my credit card. I reported the billing disputes but the company refused to investigate properly.,2021-09-16
COMP-01543,Money transfer,Managing account,I was charged an unexpected fee of $446 on my money transfer account. I called customer service and waited 72 minutes but got no resolution.,2020-11-14
COMP-01544,Auto loan,Closing account,The interest rate on my auto loan was changed without notice. This closing account is causing significant financial hardship.,2021-03-10
COMP-01545,Credit card,Unauthorized transactions,Unauthorized charges appeared on my credit card. I reported the unauthorized transactions but the company refused to investigate properly.,2020-08-09
COMP-01546,Checking account,Unauthorized transactions,I was charged an unexpected fee of $132 on my checking account account. I called customer service and waited 56 minutes but got no resolution.,2022-05-21
COMP-01547,Money transfer,Incorrect information on report,I have been trying to resolve this incorrect information on report for 85 days. The money transfer department keeps transferring me without helping.,2020-02-06
COMP-01548,Checking account,Unauthorized transactions,My checking account application was denied without explanation. The unauthorized transactions has been ongoing for 47 days and I have received no response.,2021-02-01
COMP-01549,Debt collection,Problem with payment,Unauthorized charges appeared on my debt collection. I reported the problem with payment but the company refused to investigate properly.,2023-12-05
COMP-01550,Mortgage,Closing account,I have been trying to resolve this closing account for 15 days. The mortgage department keeps transferring me without helping.,2020-05-03
COMP-01551,Auto loan,Managing account,My auto loan application was denied without explanation. The managing account has been ongoing for 31 days and I have received no response.,2020-12-07
COMP-01552,Mortgage,Incorrect information on report,I have been trying to resolve this incorrect information on report for 24 days. The mortgage department keeps transferring me without helping.,2024-10-09
COMP-01553,Personal loan,Problem with payment,I have been trying to resolve this problem with payment for 51 days. The personal loan department keeps transferring me without helping.,2021-12-17
COMP-01554,Credit card,Account access issues,I was charged an unexpected fee of $317 on my credit card account. I called customer service and waited 17 minutes but got no resolution.,2020-06-19
COMP-01555,Mortgage,Incorrect information on report,Unauthorized charges appeared on my mortgage. I reported the incorrect information on report but the company refused to investigate properly.,2024-04-16
COMP-01556,Mortgage,Fraud or scam,Unauthorized charges appeared on my mortgage. I reported the fraud or scam but the company refused to investigate properly.,2020-03-11
COMP-01557,Personal loan,Incorrect information on report,I was charged an unexpected fee of $447 on my personal loan account. I called customer service and waited 21 minutes but got no resolution.,2022-08-17
COMP-01558,Credit card,Fraud or scam,My credit card application was denied without explanation. The fraud or scam has been ongoing for 76 days and I have received no response.,2021-09-26
COMP-01559,Student loan,Account access issues,Unauthorized charges appeared on my student loan. I reported the account access issues but the company refused to investigate properly.,2021-11-26
COMP-01560,Money transfer,Account access issues,I have been trying to resolve this account access issues for 39 days. The money transfer department keeps transferring me without helping.,2022-02-26
COMP-01561,Money transfer,Problem with payment,Unauthorized charges appeared on my money transfer. I reported the problem with payment but the company refused to investigate properly.,2020-07-20
COMP-01562,Credit card,Billing disputes,I have been trying to resolve this billing disputes for 41 days. The credit card department keeps transferring me without helping.,2024-09-06
COMP-01563,Auto loan,Fraud or scam,I was charged an unexpected fee of $356 on my auto loan account. I called customer service and waited 77 minutes but got no resolution.,2022-11-05
COMP-01564,Auto loan,Billing disputes,I was charged an unexpected fee of $115 on my auto loan account. I called customer service and waited 106 minutes but got no resolution.,2021-01-12
COMP-01565,Auto loan,Unauthorized transactions,I was charged an unexpected fee of $245 on my auto loan account. I called customer service and waited 48 minutes but got no resolution.,2024-06-01
COMP-01566,Auto loan,Closing account,I was charged an unexpected fee of $273 on my auto loan account. I called customer service and waited 16 minutes but got no resolution.,2020-01-24
COMP-01567,Student loan,Managing account,I was charged an unexpected fee of $306 on my student loan account. I called customer service and waited 91 minutes but got no resolution.,2021-06-30
COMP-01568,Money transfer,Account access issues,The interest rate on my money transfer was changed without notice. This account access issues is causing significant financial hardship.,2021-12-17
COMP-01569,Mortgage,Managing account,My mortgage application was denied without explanation. The managing account has been ongoing for 21 days and I have received no response.,2023-08-08
COMP-01570,Debt collection,Incorrect information on report,My debt collection application was denied without explanation. The incorrect information on report has been ongoing for 24 days and I have received no response.,2021-07-18
COMP-01571,Debt collection,Billing disputes,Unauthorized charges appeared on my debt collection. I reported the billing disputes but the company refused to investigate properly.,2022-08-12
COMP-01572,Mortgage,Billing disputes,Unauthorized charges appeared on my mortgage. I reported the billing disputes but the company refused to investigate properly.,2023-05-13
COMP-01573,Checking account,Incorrect information on report,Unauthorized charges appeared on my checking account. I reported the incorrect information on report but the company refused to investigate properly.,2020-04-14
COMP-01574,Credit card,Account access issues,Unauthorized charges appeared on my credit card. I reported the account access issues but the company refused to investigate properly.,2021-09-23
COMP-01575,Debt collection,Managing account,I have been trying to resolve this managing account for 71 days. The debt collection department keeps transferring me without helping.,2022-07-01
COMP-01576,Debt collection,Problem with payment,The interest rate on my debt collection was changed without notice. This problem with payment is causing significant financial hardship.,2021-04-17
COMP-01577,Checking account,Closing account,I have been trying to resolve this closing account for 40 days. The checking account department keeps transferring me without helping.,2022-12-17
COMP-01578,Money transfer,Account access issues,My money transfer application was denied without explanation. The account access issues has been ongoing for 7 days and I have received no response.,2024-01-28
COMP-01579,Personal loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 50 days. The personal loan department keeps transferring me without helping.,2023-08-30
COMP-01580,Credit card,Billing disputes,Unauthorized charges appeared on my credit card. I reported the billing disputes but the company refused to investigate properly.,2020-03-15
COMP-01581,Checking account,Fraud or scam,I was charged an unexpected fee of $483 on my checking account account. I called customer service and waited 101 minutes but got no resolution.,2024-02-21
COMP-01582,Personal loan,Problem with payment,Unauthorized charges appeared on my personal loan. I reported the problem with payment but the company refused to investigate properly.,2020-07-16
COMP-01583,Money transfer,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 77 days. The money transfer department keeps transferring me without helping.,2021-09-17
COMP-01584,Auto loan,Fraud or scam,I was charged an unexpected fee of $85 on my auto loan account. I called customer service and waited 28 minutes but got no resolution.,2024-06-15
COMP-01585,Credit card,Fraud or scam,I have been trying to resolve this fraud or scam for 39 days. The credit card department keeps transferring me without helping.,2020-02-07
COMP-01586,Checking account,Problem with payment,The interest rate on my checking account was changed without notice. This problem with payment is causing significant financial hardship.,2020-03-27
COMP-01587,Mortgage,Closing account,Unauthorized charges appeared on my mortgage. I reported the closing account but the company refused to investigate properly.,2023-07-28
COMP-01588,Personal loan,Billing disputes,I have been trying to resolve this billing disputes for 48 days. The personal loan department keeps transferring me without helping.,2023-03-23
COMP-01589,Debt collection,Billing disputes,My debt collection application was denied without explanation. The billing disputes has been ongoing for 18 days and I have received no response.,2022-07-29
COMP-01590,Mortgage,Problem with payment,I was charged an unexpected fee of $321 on my mortgage account. I called customer service and waited 28 minutes but got no resolution.,2022-09-06
COMP-01591,Auto loan,Billing disputes,The interest rate on my auto loan was changed without notice. This billing disputes is causing significant financial hardship.,2024-07-22
COMP-01592,Personal loan,Fraud or scam,The interest rate on my personal loan was changed without notice. This fraud or scam is causing significant financial hardship.,2024-10-07
COMP-01593,Personal loan,Fraud or scam,The interest rate on my personal loan was changed without notice. This fraud or scam is causing significant financial hardship.,2023-12-26
COMP-01594,Personal loan,Account access issues,I have been trying to resolve this account access issues for 28 days. The personal loan department keeps transferring me without helping.,2023-11-27
COMP-01595,Auto loan,Problem with payment,I was charged an unexpected fee of $432 on my auto loan account. I called customer service and waited 62 minutes but got no resolution.,2021-02-27
COMP-01596,Mortgage,Billing disputes,The interest rate on my mortgage was changed without notice. This billing disputes is causing significant financial hardship.,2023-11-08
COMP-01597,Checking account,Unauthorized transactions,The interest rate on my checking account was changed without notice. This unauthorized transactions is causing significant financial hardship.,2024-09-10
COMP-01598,Money transfer,Problem with payment,Unauthorized charges appeared on my money transfer. I reported the problem with payment but the company refused to investigate properly.,2024-11-25
COMP-01599,Mortgage,Billing disputes,The interest rate on my mortgage was changed without notice. This billing disputes is causing significant financial hardship.,2022-09-14
COMP-01600,Auto loan,Problem with payment,I have been trying to resolve this problem with payment for 81 days. The auto loan department keeps transferring me without helping.,2024-09-27
COMP-01601,Credit card,Fraud or scam,My credit card application was denied without explanation. The fraud or scam has been ongoing for 34 days and I have received no response.,2021-07-30
COMP-01602,Credit card,Closing account,I have been trying to resolve this closing account for 7 days. The credit card department keeps transferring me without helping.,2024-01-10
COMP-01603,Checking account,Billing disputes,I have been trying to resolve this billing disputes for 20 days. The checking account department keeps transferring me without helping.,2024-12-24
COMP-01604,Money transfer,Managing account,My money transfer application was denied without explanation. The managing account has been ongoing for 78 days and I have received no response.,2023-11-30
COMP-01605,Checking account,Incorrect information on report,I have been trying to resolve this incorrect information on report for 88 days. The checking account department keeps transferring me without helping.,2024-11-18
COMP-01606,Student loan,Incorrect information on report,Unauthorized charges appeared on my student loan. I reported the incorrect information on report but the company refused to investigate properly.,2021-05-14
COMP-01607,Mortgage,Incorrect information on report,I have been trying to resolve this incorrect information on report for 57 days. The mortgage department keeps transferring me without helping.,2022-03-09
COMP-01608,Money transfer,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 62 days. The money transfer department keeps transferring me without helping.,2022-01-24
COMP-01609,Mortgage,Managing account,I have been trying to resolve this managing account for 12 days. The mortgage department keeps transferring me without helping.,2021-03-15
COMP-01610,Checking account,Problem with payment,I was charged an unexpected fee of $21 on my checking account account. I called customer service and waited 68 minutes but got no resolution.,2023-11-12
COMP-01611,Personal loan,Closing account,I have been trying to resolve this closing account for 76 days. The personal loan department keeps transferring me without helping.,2020-03-12
COMP-01612,Money transfer,Closing account,Unauthorized charges appeared on my money transfer. I reported the closing account but the company refused to investigate properly.,2023-03-26
COMP-01613,Credit card,Problem with payment,The interest rate on my credit card was changed without notice. This problem with payment is causing significant financial hardship.,2020-06-22
COMP-01614,Money transfer,Fraud or scam,Unauthorized charges appeared on my money transfer. I reported the fraud or scam but the company refused to investigate properly.,2021-09-11
COMP-01615,Mortgage,Managing account,I have been trying to resolve this managing account for 30 days. The mortgage department keeps transferring me without helping.,2021-04-29
COMP-01616,Money transfer,Billing disputes,The interest rate on my money transfer was changed without notice. This billing disputes is causing significant financial hardship.,2022-10-22
COMP-01617,Auto loan,Incorrect information on report,I was charged an unexpected fee of $398 on my auto loan account. I called customer service and waited 102 minutes but got no resolution.,2024-07-16
COMP-01618,Auto loan,Account access issues,The interest rate on my auto loan was changed without notice. This account access issues is causing significant financial hardship.,2020-07-01
COMP-01619,Debt collection,Problem with payment,I have been trying to resolve this problem with payment for 84 days. The debt collection department keeps transferring me without helping.,2024-12-25
COMP-01620,Personal loan,Account access issues,I was charged an unexpected fee of $211 on my personal loan account. I called customer service and waited 43 minutes but got no resolution.,2022-02-02
COMP-01621,Checking account,Closing account,My checking account application was denied without explanation. The closing account has been ongoing for 8 days and I have received no response.,2023-05-23
COMP-01622,Student loan,Incorrect information on report,My student loan application was denied without explanation. The incorrect information on report has been ongoing for 5 days and I have received no response.,2022-11-17
COMP-01623,Student loan,Closing account,The interest rate on my student loan was changed without notice. This closing account is causing significant financial hardship.,2021-12-01
COMP-01624,Student loan,Problem with payment,My student loan application was denied without explanation. The problem with payment has been ongoing for 18 days and I have received no response.,2024-04-25
COMP-01625,Debt collection,Closing account,I have been trying to resolve this closing account for 27 days. The debt collection department keeps transferring me without helping.,2020-06-27
COMP-01626,Personal loan,Fraud or scam,My personal loan application was denied without explanation. The fraud or scam has been ongoing for 66 days and I have received no response.,2023-06-03
COMP-01627,Student loan,Account access issues,I was charged an unexpected fee of $192 on my student loan account. I called customer service and waited 21 minutes but got no resolution.,2022-02-24
COMP-01628,Student loan,Unauthorized transactions,The interest rate on my student loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2020-05-06
COMP-01629,Credit card,Managing account,Unauthorized charges appeared on my credit card. I reported the managing account but the company refused to investigate properly.,2024-07-26
COMP-01630,Credit card,Incorrect information on report,The interest rate on my credit card was changed without notice. This incorrect information on report is causing significant financial hardship.,2020-04-30
COMP-01631,Auto loan,Closing account,I was charged an unexpected fee of $406 on my auto loan account. I called customer service and waited 111 minutes but got no resolution.,2024-07-20
COMP-01632,Checking account,Account access issues,The interest rate on my checking account was changed without notice. This account access issues is causing significant financial hardship.,2020-11-26
COMP-01633,Checking account,Unauthorized transactions,Unauthorized charges appeared on my checking account. I reported the unauthorized transactions but the company refused to investigate properly.,2021-01-17
COMP-01634,Student loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 36 days. The student loan department keeps transferring me without helping.,2024-02-08
COMP-01635,Debt collection,Fraud or scam,The interest rate on my debt collection was changed without notice. This fraud or scam is causing significant financial hardship.,2024-07-20
COMP-01636,Mortgage,Managing account,Unauthorized charges appeared on my mortgage. I reported the managing account but the company refused to investigate properly.,2022-06-17
COMP-01637,Personal loan,Billing disputes,Unauthorized charges appeared on my personal loan. I reported the billing disputes but the company refused to investigate properly.,2021-10-24
COMP-01638,Credit card,Problem with payment,The interest rate on my credit card was changed without notice. This problem with payment is causing significant financial hardship.,2024-06-16
COMP-01639,Money transfer,Fraud or scam,Unauthorized charges appeared on my money transfer. I reported the fraud or scam but the company refused to investigate properly.,2023-09-18
COMP-01640,Mortgage,Closing account,The interest rate on my mortgage was changed without notice. This closing account is causing significant financial hardship.,2022-08-07
COMP-01641,Student loan,Account access issues,I was charged an unexpected fee of $277 on my student loan account. I called customer service and waited 46 minutes but got no resolution.,2022-11-19
COMP-01642,Debt collection,Incorrect information on report,I have been trying to resolve this incorrect information on report for 35 days. The debt collection department keeps transferring me without helping.,2022-10-30
COMP-01643,Personal loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 52 days. The personal loan department keeps transferring me without helping.,2020-09-16
COMP-01644,Personal loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 81 days. The personal loan department keeps transferring me without helping.,2024-07-18
COMP-01645,Debt collection,Closing account,The interest rate on my debt collection was changed without notice. This closing account is causing significant financial hardship.,2023-01-13
COMP-01646,Student loan,Managing account,I have been trying to resolve this managing account for 18 days. The student loan department keeps transferring me without helping.,2024-07-14
COMP-01647,Student loan,Closing account,The interest rate on my student loan was changed without notice. This closing account is causing significant financial hardship.,2022-04-04
COMP-01648,Checking account,Unauthorized transactions,I was charged an unexpected fee of $114 on my checking account account. I called customer service and waited 113 minutes but got no resolution.,2024-06-21
COMP-01649,Debt collection,Managing account,I have been trying to resolve this managing account for 24 days. The debt collection department keeps transferring me without helping.,2022-09-18
COMP-01650,Personal loan,Billing disputes,I have been trying to resolve this billing disputes for 48 days. The personal loan department keeps transferring me without helping.,2020-01-20
COMP-01651,Checking account,Managing account,My checking account application was denied without explanation. The managing account has been ongoing for 89 days and I have received no response.,2022-04-02
COMP-01652,Money transfer,Unauthorized transactions,I was charged an unexpected fee of $81 on my money transfer account. I called customer service and waited 61 minutes but got no resolution.,2020-11-12
COMP-01653,Checking account,Fraud or scam,I have been trying to resolve this fraud or scam for 67 days. The checking account department keeps transferring me without helping.,2024-10-13
COMP-01654,Debt collection,Billing disputes,I have been trying to resolve this billing disputes for 33 days. The debt collection department keeps transferring me without helping.,2023-04-10
COMP-01655,Student loan,Unauthorized transactions,I was charged an unexpected fee of $262 on my student loan account. I called customer service and waited 98 minutes but got no resolution.,2022-11-27
COMP-01656,Checking account,Closing account,My checking account application was denied without explanation. The closing account has been ongoing for 33 days and I have received no response.,2020-05-05
COMP-01657,Mortgage,Account access issues,The interest rate on my mortgage was changed without notice. This account access issues is causing significant financial hardship.,2022-09-13
COMP-01658,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 37 days and I have received no response.,2020-12-27
COMP-01659,Student loan,Managing account,My student loan application was denied without explanation. The managing account has been ongoing for 55 days and I have received no response.,2022-04-14
COMP-01660,Auto loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 24 days. The auto loan department keeps transferring me without helping.,2023-02-19
COMP-01661,Auto loan,Unauthorized transactions,My auto loan application was denied without explanation. The unauthorized transactions has been ongoing for 74 days and I have received no response.,2022-06-02
COMP-01662,Debt collection,Billing disputes,I was charged an unexpected fee of $359 on my debt collection account. I called customer service and waited 110 minutes but got no resolution.,2021-02-24
COMP-01663,Money transfer,Problem with payment,The interest rate on my money transfer was changed without notice. This problem with payment is causing significant financial hardship.,2021-07-19
COMP-01664,Credit card,Closing account,My credit card application was denied without explanation. The closing account has been ongoing for 46 days and I have received no response.,2024-04-19
COMP-01665,Personal loan,Unauthorized transactions,Unauthorized charges appeared on my personal loan. I reported the unauthorized transactions but the company refused to investigate properly.,2024-08-23
COMP-01666,Personal loan,Fraud or scam,I was charged an unexpected fee of $23 on my personal loan account. I called customer service and waited 43 minutes but got no resolution.,2024-07-04
COMP-01667,Student loan,Unauthorized transactions,Unauthorized charges appeared on my student loan. I reported the unauthorized transactions but the company refused to investigate properly.,2024-11-03
COMP-01668,Auto loan,Problem with payment,Unauthorized charges appeared on my auto loan. I reported the problem with payment but the company refused to investigate properly.,2020-06-21
COMP-01669,Mortgage,Fraud or scam,Unauthorized charges appeared on my mortgage. I reported the fraud or scam but the company refused to investigate properly.,2022-11-06
COMP-01670,Auto loan,Managing account,Unauthorized charges appeared on my auto loan. I reported the managing account but the company refused to investigate properly.,2023-11-10
COMP-01671,Credit card,Incorrect information on report,My credit card application was denied without explanation. The incorrect information on report has been ongoing for 55 days and I have received no response.,2024-03-03
COMP-01672,Auto loan,Fraud or scam,The interest rate on my auto loan was changed without notice. This fraud or scam is causing significant financial hardship.,2023-03-17
COMP-01673,Auto loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 32 days. The auto loan department keeps transferring me without helping.,2024-06-07
COMP-01674,Credit card,Managing account,My credit card application was denied without explanation. The managing account has been ongoing for 56 days and I have received no response.,2022-09-10
COMP-01675,Student loan,Managing account,Unauthorized charges appeared on my student loan. I reported the managing account but the company refused to investigate properly.,2022-12-19
COMP-01676,Mortgage,Closing account,The interest rate on my mortgage was changed without notice. This closing account is causing significant financial hardship.,2021-02-20
COMP-01677,Credit card,Account access issues,I have been trying to resolve this account access issues for 14 days. The credit card department keeps transferring me without helping.,2020-12-30
COMP-01678,Checking account,Closing account,I have been trying to resolve this closing account for 45 days. The checking account department keeps transferring me without helping.,2020-09-02
COMP-01679,Debt collection,Closing account,The interest rate on my debt collection was changed without notice. This closing account is causing significant financial hardship.,2024-03-11
COMP-01680,Checking account,Unauthorized transactions,Unauthorized charges appeared on my checking account. I reported the unauthorized transactions but the company refused to investigate properly.,2020-08-09
COMP-01681,Debt collection,Incorrect information on report,I was charged an unexpected fee of $466 on my debt collection account. I called customer service and waited 16 minutes but got no resolution.,2020-05-06
COMP-01682,Debt collection,Incorrect information on report,Unauthorized charges appeared on my debt collection. I reported the incorrect information on report but the company refused to investigate properly.,2020-01-24
COMP-01683,Debt collection,Account access issues,The interest rate on my debt collection was changed without notice. This account access issues is causing significant financial hardship.,2023-02-06
COMP-01684,Checking account,Closing account,I was charged an unexpected fee of $404 on my checking account account. I called customer service and waited 19 minutes but got no resolution.,2020-08-16
COMP-01685,Student loan,Problem with payment,My student loan application was denied without explanation. The problem with payment has been ongoing for 54 days and I have received no response.,2023-01-05
COMP-01686,Student loan,Managing account,I was charged an unexpected fee of $214 on my student loan account. I called customer service and waited 23 minutes but got no resolution.,2021-03-08
COMP-01687,Credit card,Billing disputes,The interest rate on my credit card was changed without notice. This billing disputes is causing significant financial hardship.,2022-10-15
COMP-01688,Student loan,Unauthorized transactions,I was charged an unexpected fee of $445 on my student loan account. I called customer service and waited 78 minutes but got no resolution.,2021-05-24
COMP-01689,Personal loan,Managing account,I have been trying to resolve this managing account for 42 days. The personal loan department keeps transferring me without helping.,2021-07-06
COMP-01690,Checking account,Closing account,I have been trying to resolve this closing account for 18 days. The checking account department keeps transferring me without helping.,2022-05-25
COMP-01691,Personal loan,Billing disputes,The interest rate on my personal loan was changed without notice. This billing disputes is causing significant financial hardship.,2023-11-03
COMP-01692,Debt collection,Incorrect information on report,The interest rate on my debt collection was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-04-20
COMP-01693,Mortgage,Unauthorized transactions,My mortgage application was denied without explanation. The unauthorized transactions has been ongoing for 88 days and I have received no response.,2021-06-11
COMP-01694,Credit card,Billing disputes,I was charged an unexpected fee of $496 on my credit card account. I called customer service and waited 114 minutes but got no resolution.,2022-05-28
COMP-01695,Money transfer,Managing account,I was charged an unexpected fee of $300 on my money transfer account. I called customer service and waited 80 minutes but got no resolution.,2022-11-16
COMP-01696,Debt collection,Fraud or scam,I was charged an unexpected fee of $279 on my debt collection account. I called customer service and waited 53 minutes but got no resolution.,2021-10-20
COMP-01697,Personal loan,Unauthorized transactions,The interest rate on my personal loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2020-06-10
COMP-01698,Checking account,Problem with payment,The interest rate on my checking account was changed without notice. This problem with payment is causing significant financial hardship.,2020-02-28
COMP-01699,Money transfer,Closing account,I have been trying to resolve this closing account for 17 days. The money transfer department keeps transferring me without helping.,2024-10-30
COMP-01700,Money transfer,Incorrect information on report,I have been trying to resolve this incorrect information on report for 87 days. The money transfer department keeps transferring me without helping.,2022-01-08
COMP-01701,Personal loan,Incorrect information on report,The interest rate on my personal loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-07-10
COMP-01702,Student loan,Managing account,I was charged an unexpected fee of $368 on my student loan account. I called customer service and waited 102 minutes but got no resolution.,2021-04-14
COMP-01703,Money transfer,Account access issues,I have been trying to resolve this account access issues for 72 days. The money transfer department keeps transferring me without helping.,2024-05-15
COMP-01704,Debt collection,Fraud or scam,My debt collection application was denied without explanation. The fraud or scam has been ongoing for 87 days and I have received no response.,2022-07-10
COMP-01705,Money transfer,Problem with payment,My money transfer application was denied without explanation. The problem with payment has been ongoing for 14 days and I have received no response.,2021-12-07
